CustomerID,Recency,Frequency,Monetary,AOV,AvgItemsPerOrder,TenureDays,Country,CountryGroup,Churn,Churn_Probability,Churn_Prob_Pct,Risk_Tier,Recommended_Action,Action_Channel
13455,275,1,692.94,692.94,190.0,275,United Kingdom,United Kingdom,0,0.775675478469156,77.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15165,282,1,487.75,487.75,160.0,282,United Kingdom,United Kingdom,1,0.7756505796230916,77.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16926,280,1,230.25,230.25,35.0,280,United Kingdom,United Kingdom,1,0.7755457802758402,77.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17732,282,1,303.97,303.97,93.0,282,United Kingdom,United Kingdom,1,0.7748482143505433,77.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16858,278,1,375.69000000000005,375.69000000000005,91.0,278,United Kingdom,United Kingdom,1,0.7748397125823949,77.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17976,281,1,321.79,321.79,93.0,281,United Kingdom,United Kingdom,1,0.7748081769406708,77.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13809,214,1,155.05,155.05,29.0,214,Cyprus,Other,1,0.7747428280870514,77.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14236,281,1,189.3,189.3,38.0,281,United Kingdom,United Kingdom,0,0.7746931778323957,77.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16752,282,1,207.5,207.5,54.0,282,United Kingdom,United Kingdom,1,0.7746918990534675,77.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13747,283,1,79.6,79.6,8.0,283,United Kingdom,United Kingdom,1,0.7746573921241336,77.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17925,282,1,244.08,244.08,72.0,282,United Kingdom,United Kingdom,1,0.7745284612613026,77.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14237,282,1,161.0,161.0,38.0,282,United Kingdom,United Kingdom,1,0.7744223846238231,77.4,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
18074,283,1,489.6,489.6,190.0,283,United Kingdom,United Kingdom,1,0.7741949184123796,77.4,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16812,270,1,479.35,479.35,81.0,270,United Kingdom,United Kingdom,1,0.7740586218740282,77.4,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14290,271,1,777.5600000000001,777.5600000000001,220.0,271,United Kingdom,United Kingdom,0,0.7738311607063766,77.4,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15922,282,1,369.5,369.5,138.0,282,United Kingdom,United Kingdom,1,0.7736695922274383,77.4,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15111,282,1,288.5,288.5,106.0,282,United Kingdom,United Kingdom,0,0.7734859532010424,77.3,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13065,282,1,205.86,205.86,74.0,282,United Kingdom,United Kingdom,1,0.7732533667080119,77.3,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17235,281,1,341.9,341.9,126.0,281,United Kingdom,United Kingdom,0,0.7731125607920174,77.3,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16781,281,1,311.25,311.25,113.0,281,United Kingdom,United Kingdom,1,0.7731050787742229,77.3,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15070,282,1,106.2,106.2,36.0,282,United Kingdom,United Kingdom,1,0.7729314880788007,77.3,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
12401,212,1,84.3,84.3,11.0,212,Belgium,Other,1,0.7727503470283209,77.3,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
12373,220,1,364.6,364.6,197.0,220,Austria,Other,1,0.772712432579124,77.3,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16510,281,1,248.1,248.1,92.0,281,United Kingdom,United Kingdom,1,0.7726863233156346,77.3,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15012,283,1,188.56,188.56,84.0,283,United Kingdom,United Kingdom,0,0.7726119866571014,77.3,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15525,282,1,274.93,274.93,113.0,282,United Kingdom,United Kingdom,0,0.7725936667724566,77.3,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14589,281,1,39.75,39.75,5.0,281,United Kingdom,United Kingdom,1,0.7725397568963714,77.3,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13011,281,1,50.550000000000004,50.550000000000004,13.0,281,United Kingdom,United Kingdom,1,0.7723036443221105,77.2,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15350,282,1,115.65,115.65,51.0,282,United Kingdom,United Kingdom,1,0.7721665792746782,77.2,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16274,282,1,351.75,351.75,153.0,282,United Kingdom,United Kingdom,1,0.772094415122355,77.2,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15823,281,1,15.0,15.0,1.0,281,United Kingdom,United Kingdom,1,0.7720798407810346,77.2,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16583,283,1,233.45,233.45,111.0,283,United Kingdom,United Kingdom,1,0.7720669961015467,77.2,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15363,282,1,326.0,326.0,144.0,282,United Kingdom,United Kingdom,1,0.7719537572467327,77.2,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14576,281,1,35.400000000000006,35.400000000000006,12.0,281,United Kingdom,United Kingdom,1,0.7719207078873218,77.2,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13270,275,1,590.0,590.0,200.0,275,United Kingdom,United Kingdom,1,0.7719195006807826,77.2,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13255,283,1,225.7,225.7,110.0,283,United Kingdom,United Kingdom,0,0.7719051808605006,77.2,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17525,269,1,422.70000000000005,422.70000000000005,82.0,269,United Kingdom,United Kingdom,1,0.7717281275605997,77.2,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14396,280,1,110.35000000000001,110.35000000000001,39.0,280,United Kingdom,United Kingdom,0,0.771700601097687,77.2,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13579,278,1,164.70000000000002,164.70000000000002,46.0,278,United Kingdom,United Kingdom,0,0.7716898133041199,77.2,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
18259,275,1,376.30000000000007,376.30000000000007,116.0,275,United Kingdom,United Kingdom,0,0.7714023957363273,77.1,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
18156,279,1,186.88,186.88,68.0,279,United Kingdom,United Kingdom,0,0.7713875895650996,77.1,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
12855,282,1,38.1,38.1,30.0,282,United Kingdom,United Kingdom,1,0.7713154176187752,77.1,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
12350,219,1,334.4,334.4,197.0,219,Norway,Other,1,0.7712361221745319,77.1,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15211,274,1,383.07,383.07,117.0,274,United Kingdom,United Kingdom,0,0.7709605759628261,77.1,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15973,276,1,307.82000000000005,307.82000000000005,106.0,276,United Kingdom,United Kingdom,1,0.7706248667351623,77.1,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14487,277,1,125.10000000000001,125.10000000000001,37.0,277,United Kingdom,United Kingdom,0,0.770558768959452,77.1,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16916,281,1,196.43,196.43,102.0,281,United Kingdom,United Kingdom,0,0.77043918902234,77.0,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
18011,282,1,102.78999999999999,102.78999999999999,71.0,282,United Kingdom,United Kingdom,1,0.7703797146446886,77.0,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17643,282,1,101.55,101.55,71.0,282,United Kingdom,United Kingdom,1,0.7703424512329298,77.0,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16658,277,1,123.24,123.24,40.0,277,United Kingdom,United Kingdom,1,0.7702921136411414,77.0,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13370,281,1,754.87,754.87,343.0,281,United Kingdom,United Kingdom,1,0.7702856608850851,77.0,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17860,278,1,226.45000000000002,226.45000000000002,93.0,278,United Kingdom,United Kingdom,1,0.7702454284357231,77.0,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17968,283,1,265.1,265.1,151.0,283,United Kingdom,United Kingdom,1,0.7702117170804162,77.0,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16679,275,1,129.75,129.75,29.0,275,United Kingdom,United Kingdom,1,0.7701084210610083,77.0,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17967,281,1,112.27,112.27,73.0,281,United Kingdom,United Kingdom,1,0.7699476897674167,77.0,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15545,280,1,135.32999999999998,135.32999999999998,75.0,280,United Kingdom,United Kingdom,0,0.7699239889013663,77.0,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15351,279,1,274.67,274.67,129.0,279,United Kingdom,United Kingdom,0,0.7697402822022635,77.0,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14594,282,1,255.0,255.0,146.0,282,United Kingdom,United Kingdom,0,0.7696827799725445,77.0,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13569,277,1,109.82000000000001,109.82000000000001,43.0,277,United Kingdom,United Kingdom,0,0.7696773089831913,77.0,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13807,276,1,112.6,112.6,36.0,276,United Kingdom,United Kingdom,1,0.7696766384600474,77.0,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15945,274,1,181.0,181.0,52.0,274,United Kingdom,United Kingdom,1,0.7694550502872279,76.9,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13030,277,1,402.36,402.36,174.0,277,United Kingdom,United Kingdom,0,0.7692618542603642,76.9,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16519,274,1,103.7,103.7,24.0,274,United Kingdom,United Kingdom,0,0.7690985070796069,76.9,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16565,273,1,173.7,173.7,46.0,273,United Kingdom,United Kingdom,1,0.7690799477232968,76.9,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16411,278,1,128.55,128.55,69.0,278,United Kingdom,United Kingdom,0,0.7689870716239371,76.9,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15899,278,1,56.25,56.25,39.0,278,United Kingdom,United Kingdom,1,0.7689222244102805,76.9,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15180,276,1,87.5,87.5,36.0,276,United Kingdom,United Kingdom,1,0.7689199099068048,76.9,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14821,276,1,48.800000000000004,48.800000000000004,20.0,276,United Kingdom,United Kingdom,1,0.7688810931658254,76.9,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16893,276,1,145.93,145.93,62.0,276,United Kingdom,United Kingdom,1,0.7688484342289764,76.9,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16125,276,1,289.35,289.35,124.0,276,United Kingdom,United Kingdom,1,0.7688013533901,76.9,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14608,271,1,204.0,204.0,48.0,271,United Kingdom,United Kingdom,0,0.7686960240818405,76.9,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14987,275,1,163.2,163.2,64.0,275,United Kingdom,United Kingdom,0,0.7686497970061271,76.9,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
12838,283,1,390.79,390.79,228.0,283,United Kingdom,United Kingdom,0,0.7685731625660537,76.9,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16596,275,1,120.65,120.65,47.0,275,United Kingdom,United Kingdom,0,0.768565277195519,76.9,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14729,283,1,313.49,313.49,197.0,283,United Kingdom,United Kingdom,1,0.7684277881515788,76.8,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15965,276,1,156.19,156.19,74.0,276,United Kingdom,United Kingdom,0,0.7683106049888802,76.8,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15723,274,1,190.7,190.7,73.0,274,United Kingdom,United Kingdom,1,0.7682654422292458,76.8,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
18269,275,1,168.6,168.6,76.0,275,United Kingdom,United Kingdom,1,0.7679645639141867,76.8,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17908,283,1,232.03,232.03,169.0,283,United Kingdom,United Kingdom,1,0.7679442268534165,76.8,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14113,264,1,433.5,433.5,102.0,264,United Kingdom,United Kingdom,0,0.7677593350854811,76.8,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16140,280,1,124.14,124.14,104.0,280,United Kingdom,United Kingdom,0,0.7675380842267092,76.8,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15923,282,1,127.08,127.08,122.0,282,United Kingdom,United Kingdom,1,0.7675135639855548,76.8,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17999,275,1,190.34,190.34,94.0,275,United Kingdom,United Kingdom,0,0.7673479689817474,76.7,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13874,267,1,540.45,540.45,180.0,267,United Kingdom,United Kingdom,1,0.7672157896687254,76.7,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
18113,278,1,76.32000000000001,76.32000000000001,72.0,278,United Kingdom,United Kingdom,1,0.7671943919311124,76.7,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15028,278,1,185.97,185.97,119.0,278,United Kingdom,United Kingdom,0,0.7671866935754448,76.7,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
12963,275,1,365.8,365.8,172.0,275,United Kingdom,United Kingdom,0,0.7671376372140305,76.7,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14448,273,1,102.35000000000001,102.35000000000001,44.0,273,United Kingdom,United Kingdom,0,0.767062386392674,76.7,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13369,275,1,308.28000000000003,308.28000000000003,149.0,275,United Kingdom,United Kingdom,1,0.7670242071940468,76.7,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17251,272,1,269.83,269.83,108.0,272,United Kingdom,United Kingdom,1,0.7670214978190298,76.7,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14355,275,1,174.4,174.4,92.0,275,United Kingdom,United Kingdom,1,0.7670062210250878,76.7,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17430,274,1,112.6,112.6,60.0,274,United Kingdom,United Kingdom,0,0.7668196886804284,76.7,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17496,268,1,271.05,271.05,79.0,268,United Kingdom,United Kingdom,1,0.7667891729805274,76.7,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13034,278,1,165.86,165.86,116.0,278,United Kingdom,United Kingdom,0,0.7667891459927504,76.7,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15171,240,1,1289.5,1289.5,290.0,240,United Kingdom,United Kingdom,1,0.7664325695498966,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16863,276,1,164.25,164.25,105.0,276,United Kingdom,United Kingdom,0,0.766356611821149,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13787,273,1,106.4,106.4,56.0,273,United Kingdom,United Kingdom,0,0.7663328183098598,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17812,277,1,193.29999999999998,193.29999999999998,127.0,277,United Kingdom,United Kingdom,0,0.7662585540460572,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15822,268,1,440.2,440.2,160.0,268,United Kingdom,United Kingdom,0,0.7661732125908117,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13786,276,1,230.39999999999998,230.39999999999998,136.0,276,United Kingdom,United Kingdom,1,0.7661637268422709,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
18119,277,1,180.7,180.7,124.0,277,United Kingdom,United Kingdom,1,0.7660885908904734,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14865,281,1,37.2,37.2,96.0,281,United Kingdom,United Kingdom,0,0.7660477430985791,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16885,266,1,177.95,177.95,35.0,266,United Kingdom,United Kingdom,0,0.7659206880162771,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14437,275,1,63.0,63.0,60.0,275,United Kingdom,United Kingdom,1,0.7658941519219226,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17760,282,1,172.54,172.54,165.0,282,United Kingdom,United Kingdom,0,0.7658395282224258,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17964,281,1,261.76,261.76,195.0,281,United Kingdom,United Kingdom,0,0.7658364141463179,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16665,271,1,135.39999999999998,135.39999999999998,59.0,271,United Kingdom,United Kingdom,1,0.7658348981706453,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15503,272,1,141.04,141.04,70.0,272,United Kingdom,United Kingdom,1,0.7658071374720341,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13173,276,1,165.94,165.94,114.0,276,United Kingdom,United Kingdom,0,0.765767377997858,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15880,278,1,329.03000000000003,329.03000000000003,202.0,278,United Kingdom,United Kingdom,1,0.7656349503425571,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13329,276,1,304.2,304.2,175.0,276,United Kingdom,United Kingdom,0,0.7656338643402484,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14673,277,1,373.49,373.49,213.0,277,United Kingdom,United Kingdom,0,0.7656217498855655,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13948,270,1,102.0,102.0,40.0,270,United Kingdom,United Kingdom,1,0.7655867818947558,76.6,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
16367,272,1,167.09,167.09,87.0,272,United Kingdom,United Kingdom,0,0.7653894227142526,76.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
18004,271,1,157.92,157.92,75.0,271,United Kingdom,United Kingdom,1,0.7653808700059707,76.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
14082,274,1,182.25,182.25,110.0,274,United Kingdom,United Kingdom,1,0.7653808552792436,76.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
17371,270,1,92.14,92.14,39.0,270,United Kingdom,United Kingdom,0,0.7653574013827398,76.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15454,271,1,179.1,179.1,86.0,271,United Kingdom,United Kingdom,1,0.765242286197743,76.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
15347,275,1,201.60000000000002,201.60000000000002,130.0,275,United Kingdom,United Kingdom,1,0.7651292032174164,76.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
13295,269,1,201.20000000000002,201.20000000000002,82.0,269,United Kingdom,United Kingdom,1,0.765032011476364,76.5,High Risk,"Personalized win-back offer, high-priority outreach, targeted voucher.",Direct Outreach / SMS / VIP Account Manager
